Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,Embarked_Q,Embarked_S
0,1,1,2.9379530319174254,1,1,1.9426986985206176,0.6901393658830515,False,True
0,3,1,-0.9871860884073879,1,1,-0.2774977322667503,0.6901393658830515,False,True
1,2,0,0.03044257241756362,0,0,-0.59466865095066,-0.6240080752947493,False,True
0,1,1,-0.7691228039448983,1,0,1.1596146372182752,0.0330656452941511,False,True
0,3,1,0.10313033390506016,0,0,-0.8243441437907325,-0.6240080752947493,True,False
1,2,0,-1.8594392262573463,1,1,-0.15719152173147422,0.6901393658830515,False,True
1,3,1,-1.7140637032823534,0,1,-0.6176362002346673,0.0330656452941511,False,True
0,3,1,0.24850585688005322,0,0,-0.7477856461773751,-0.6240080752947493,False,True
0,3,1,-0.47837175799491216,0,0,-0.8179657272467168,-0.6240080752947493,False,True
1,2,0,1.3388222791925013,1,2,1.680212420989106,1.3472130864719518,False,True
1,2,1,-2.1014894720107096,1,1,-0.5290470815677821,0.6901393658830515,False,True
0,3,1,-0.11493295055742946,0,0,-0.8223404985389087,-0.6240080752947493,False,True
1,1,0,0.24850585688005322,0,0,2.0485572268634304,-0.6240080752947493,False,True
0,3,1,0.8300079487800255,0,0,-0.8516864643669316,-0.6240080752947493,False,True
1,3,1,-0.6964350424574017,0,0,-0.8471279526804678,-0.6240080752947493,False,False
1,1,0,0.46656914134254285,1,2,2.0485572268634304,1.3472130864719518,False,True
0,3,1,-0.9871860884073879,0,0,-0.8232504509676845,-0.6240080752947493,False,True
1,1,0,1.556885563654991,1,0,2.0485572268634304,0.0330656452941511,False,True
0,1,1,-0.11493295055742946,0,0,0.5690205127723743,-0.6240080752947493,False,False
0,3,0,0.06678645316131189,0,0,-0.8243441437907325,-0.6240080752947493,True,False
0,3,1,-0.11493295055742946,1,0,-0.1068816518712679,0.0330656452941511,True,False
0,3,1,0.1758180953925567,0,0,-0.7975486696260574,-0.6240080752947493,False,True
0,3,1,-0.4056839965074156,0,0,-0.7477856461773751,-0.6240080752947493,False,True
0,3,1,1.3388222791925013,0,0,-0.8197856321042687,-0.6240080752947493,False,True
0,2,0,1.9930121325799701,0,0,-0.7040379332554565,-0.6240080752947493,False,True
1,2,0,1.7749488481174804,1,3,-0.15719152173147422,2.0042868070608524,False,True
0,3,1,-0.8418105654323949,0,0,-0.8243441437907325,-0.6240080752947493,False,True
1,3,0,-1.7867514647698497,0,0,-0.6176362002346673,-0.6240080752947493,False,True
0,3,1,-0.11493295055742946,0,0,-0.8248909902022565,-0.6240080752947493,True,False
1,1,0,0.9753834717550186,0,1,2.0485572268634304,0.0330656452941511,False,True
1,3,0,-1.2052493728698774,0,0,-0.8471279526804678,-0.6240080752947493,False,False
1,1,0,-0.9144983269198913,1,0,1.3302307176137576,0.0330656452941511,False,True
0,1,1,-0.042245189069932916,0,0,0.14904246872195587,-0.6240080752947493,False,True
0,3,1,-0.11493295055742946,1,2,-0.1375050509166109,1.3472130864719518,False,True
0,3,1,-0.33299623501991904,0,0,-0.8549675428360756,-0.6240080752947493,False,True
0,3,1,-0.33299623501991904,0,0,-0.8462180002516918,-0.6240080752947493,False,True
1,3,0,-0.8418105654323949,0,0,-0.8354648124154843,-0.6240080752947493,False,True
0,3,1,-1.5686881803073602,4,1,0.1107632199152771,2.661360527649753,True,False
1,3,1,-2.0775025107198357,1,2,-0.2632797255671268,1.3472130864719518,False,True
0,1,1,1.1934467562175082,0,0,2.0485572268634304,-0.6240080752947493,False,False
0,2,1,-0.9871860884073879,0,0,-0.025948382965718463,-0.6240080752947493,False,True
0,1,1,-0.11493295055742946,0,0,0.17948212737302674,-0.6240080752947493,False,False
0,3,1,-0.33299623501991904,0,0,-0.8179657272467168,-0.6240080752947493,False,True
0,2,1,0.6846324258050325,0,0,-0.59466865095066,-0.6240080752947493,False,True
1,1,0,1.4115100406799979,0,0,-0.02904572104059023,-0.6240080752947493,False,True
1,3,0,0.10313033390506016,0,0,-0.783514403320706,-0.6240080752947493,False,True
0,3,1,0.03044257241756362,0,0,-0.8471279526804678,-0.6240080752947493,False,False
0,3,0,0.03044257241756362,1,1,-0.1068816518712679,0.6901393658830515,False,True
1,2,0,0.10313033390506016,1,1,-0.015011454735238816,0.6901393658830515,False,True
1,1,1,-1.3506248958448706,1,2,2.0485572268634304,1.3472130864719518,False,True
1,3,1,-2.119661412382584,0,1,-0.7908027722934976,0.0330656452941511,False,False
1,3,1,-0.18762071204492597,0,0,-0.8582486213052195,-0.6240080752947493,False,True
0,3,1,0.10313033390506016,0,0,-0.8232504509676845,-0.6240080752947493,False,True
0,1,1,0.6846324258050325,0,0,-1.1633889189356015,-0.6240080752947493,False,True
0,3,0,-0.8418105654323949,0,0,-0.8232504509676845,-0.6240080752947493,False,True
1,1,0,0.24850585688005322,1,0,1.1596146372182752,0.0330656452941511,False,True
0,3,1,-0.26030847353242254,0,0,-0.8183288332639688,-0.6240080752947493,False,True
0,3,1,0.6846324258050325,0,0,-0.1068816518712679,-0.6240080752947493,False,True
0,2,1,0.3938813798550463,0,0,-0.7040379332554565,-0.6240080752947493,False,True
0,3,0,-1.7140637032823534,4,2,0.204820802697402,3.3184342482386535,False,True
0,3,1,0.06678645316131189,0,0,-0.811219829914157,-0.6240080752947493,False,True
0,3,0,-0.47837175799491216,0,0,-0.8166882940293968,-0.6240080752947493,False,True
0,2,1,0.10313033390506016,1,1,0.4554601995696579,0.6901393658830515,False,False
0,3,1,0.9753834717550186,0,0,-0.8812161705892267,-0.6240080752947493,False,True
0,3,1,-1.4233126573323671,3,2,0.057172271585926776,2.661360527649753,False,True
1,1,0,1.6295733251424873,1,1,2.0485572268634304,0.6901393658830515,False,True
1,3,1,-0.18762071204492597,0,0,-0.784424355749482,-0.6240080752947493,False,True
0,1,1,0.6119446643175359,0,0,-1.1633889189356015,-0.6240080752947493,False,True
1,3,0,-0.18762071204492597,0,1,-0.6176362002346673,0.0330656452941511,False,True
0,3,1,-2.0048147492323394,4,1,0.5728484376530422,2.661360527649753,False,True
0,3,1,-0.11493295055742946,0,0,-0.8593423141282674,-0.6240080752947493,True,False
1,2,1,-2.0775025107198357,0,2,0.4554601995696579,0.6901393658830515,False,False
1,3,1,-0.11493295055742946,0,0,-0.8243441437907325,-0.6240080752947493,True,False
1,1,0,2.356450940017453,0,0,2.0485572268634304,-0.6240080752947493,False,False
1,3,0,-1.0598738498948845,1,0,-0.531050726819606,0.0330656452941511,False,False
1,2,1,-2.0898594301727105,1,1,-0.3431193016496282,0.6901393658830515,False,True
0,3,1,-0.47837175799491216,0,0,-0.8197856321042687,-0.6240080752947493,False,True
0,3,1,-0.8418105654323949,0,0,-0.8002829016836773,-0.6240080752947493,False,True
1,1,0,0.6846324258050325,1,1,2.0485572268634304,0.6901393658830515,False,False
0,3,1,-0.6237472809699052,0,0,-0.784424355749482,-0.6240080752947493,False,True
1,1,1,-0.11493295055742946,0,0,0.13591815484538025,-0.6240080752947493,False,False
0,3,1,-0.6964350424574017,0,0,-0.8166882940293968,-0.6240080752947493,False,True
0,2,1,-0.9871860884073879,0,0,-0.7040379332554565,-0.6240080752947493,False,True
1,1,0,0.03044257241756362,0,0,0.19279018164387443,-0.6240080752947493,False,False
0,3,1,0.35753749911129806,0,0,-0.8817630170007507,-0.6240080752947493,False,False
0,3,1,0.902695710267522,0,0,-0.8330936863751163,-0.6240080752947493,False,True
0,3,1,0.3938813798550463,0,0,-0.8179657272467168,-0.6240080752947493,False,False
0,2,1,-0.11493295055742946,0,1,0.2802856074877116,0.0330656452941511,False,True
1,1,0,-0.11493295055742946,1,0,2.0485572268634304,0.0330656452941511,False,False
0,3,1,-1.8594392262573463,4,2,0.204820802697402,3.3184342482386535,False,True
0,3,1,3.2287040778674116,0,0,-0.8232504509676845,-0.6240080752947493,False,True
0,3,0,-1.4960004188198637,1,1,-0.4964200372706153,0.6901393658830515,False,False
1,1,0,-0.9871860884073879,0,1,0.5602709701879904,0.0330656452941511,False,True
0,2,0,1.048071233242515,1,0,-0.025948382965718463,0.0330656452941511,False,True
1,3,0,-0.8418105654323949,0,1,-0.754347803115663,0.0330656452941511,False,True
1,1,0,1.1207589947300116,1,1,2.0485572268634304,0.6901393658830515,False,True
1,1,1,1.556885563654991,0,0,-0.001887140858663212,-0.6240080752947493,False,True
1,3,0,-0.4056839965074156,0,3,-0.320882339171417,1.3472130864719518,False,False
0,3,1,0.8300079487800255,2,0,-0.5461830607192977,0.6901393658830515,False,True
0,2,1,-0.6237472809699052,1,0,-0.6602902203335379,0.0330656452941511,False,True
1,1,0,1.3388222791925013,0,0,-0.02904572104059023,-0.6240080752947493,False,True
0,2,1,-0.4056839965074156,0,0,-0.59466865095066,-0.6240080752947493,False,True
1,2,0,0.902695710267522,0,0,-0.59466865095066,-0.6240080752947493,False,True
1,2,0,-0.18762071204492597,1,0,-0.5571199889497773,0.0330656452941511,False,False
0,1,1,0.10313033390506016,0,0,1.0456868432270148,-0.6240080752947493,False,True
1,3,1,-1.8594392262573463,1,1,-0.6763325066620054,0.6901393658830515,False,True
1,1,0,1.2661345177050047,1,1,1.135737135505492,0.6901393658830515,False,True
0,1,1,0.24850585688005322,0,0,-0.9446503543260086,-0.6240080752947493,False,True
0,3,1,1.2661345177050047,0,0,-0.7696595026383344,-0.6240080752947493,False,True
1,2,0,-0.11493295055742946,1,0,-0.11344380880955562,0.0330656452941511,False,False
1,3,0,-1.0598738498948845,0,0,-0.8473116930747399,-0.6240080752947493,False,False
0,3,1,-0.6964350424574017,0,0,-0.7326576870489756,-0.6240080752947493,False,True
1,1,0,1.9203243710924736,0,1,2.0485572268634304,0.0330656452941511,False,False
1,2,0,-0.33299623501991904,0,1,-0.025948382965718463,0.0330656452941511,False,True
0,3,1,0.24850585688005322,0,0,-0.8179657272467168,-0.6240080752947493,False,True
0,3,0,-0.5510595194824087,0,0,-0.7033073464496604,-0.6240080752947493,False,True
0,2,1,-0.11493295055742946,0,0,-0.7040379332554565,-0.6240080752947493,False,True
0,3,0,0.6846324258050325,0,5,0.1107632199152771,2.661360527649753,True,False
1,1,0,-0.7691228039448983,0,0,0.14904246872195587,-0.6240080752947493,False,True
0,3,0,-0.11493295055742946,1,2,-0.1375050509166109,1.3472130864719518,False,True
1,1,1,-0.26030847353242254,0,0,0.14904246872195587,-0.6240080752947493,False,False
0,3,1,0.1758180953925567,0,0,-0.8243441437907325,-0.6240080752947493,True,False
